title,price_idr,city,district,bedrooms,bathrooms,garage,land_size_m2,building_size_m2,scraped_at
Dijual/ Wts Rumah Mewah di Bgm Pik (Hoek) Cluster Akasia,17000000000.0,Jakarta Utara,Pantai Indah Kapuk,8.0,5.0,,252.0,700.0,2026-05-20T22:24:03.221598+00:00
Rumah Tinggal Bangun Cipta Raya,3290000000.0,Jakarta Utara,Kelapa Gading,1.0,1.0,,235.0,101.0,2026-05-20T22:24:06.957497+00:00
"Rumah, 2 Lantai, SHM, di Kelapa Gading, Gading Harmony (Jalan Utama) , Jakarta Utara.",7200000000.0,Jakarta Utara,Kelapa Gading,4.0,3.0,3.0,240.0,400.0,2026-05-20T22:24:09.496183+00:00
Terbatas ! Hadap Timur Rumah Mewah Mediterania Golf Pik Termurah[V2],10500000000.0,Jakarta Utara,Pantai Indah Kapuk,5.0,5.0,3.0,270.0,400.0,2026-05-20T22:24:11.970981+00:00
Rumah Bagus di Sunter Super.hitz.bulan.ini,2450000000.0,Jakarta Utara,Sunter,3.0,3.0,2.0,175.0,250.0,2026-05-20T22:24:14.263363+00:00
"Cendana Golf, Pik. Rumah Bagus Harga Bagus",9100000000.0,Jakarta Utara,Pantai Indah Kapuk,6.0,4.0,4.0,300.0,400.0,2026-05-20T22:24:16.772753+00:00
Taman Sunter Agung. Rumah Besar Harga Dibawah NJOP,12500000000.0,Jakarta Utara,Sunter,8.0,8.0,8.0,845.0,800.0,2026-05-20T22:24:20.429004+00:00
Dijual Ruko + Rumah Dekat Mall Kelapa Gading Harga NJOP,2500000000.0,Jakarta Utara,Kelapa Gading,1.0,2.0,2.0,128.0,176.0,2026-05-20T22:24:23.623831+00:00
Dijual Rumah Pik Layar Permai,3300000000.0,Jakarta Utara,Penjaringan,4.0,2.0,,90.0,150.0,2026-05-20T22:24:28.769878+00:00
Rumah Minimalis Kelapa Kopyor Dijual bisa untuk Kos2an,2950000000.0,Jakarta Utara,Kelapa Gading,11.0,6.0,2.0,102.0,200.0,2026-05-20T22:24:35.448192+00:00
Jual Rumah di Janur Elok,5500000000.0,Jakarta Utara,Kelapa Gading,4.0,3.0,2.0,187.0,280.0,2026-05-20T22:24:38.066778+00:00
Rumah Di Belakang Mkg. Jalan Lebar,2450000000.0,Jakarta Utara,Kelapa Gading,4.0,3.0,1.0,120.0,77.0,2026-05-20T22:24:41.124471+00:00
Rumah Sunter 3.5 Lantai Siap Huni,3500000000.0,Jakarta Utara,Sunter,4.0,3.0,1.0,90.0,315.0,2026-05-20T22:24:44.054297+00:00
Rumah Pluit Sakti 5Kt Karaoke Plus Bbq Area At Roof Top SHM Hadap Timur,11200000000.0,Jakarta Utara,Pluit,6.0,5.0,6.0,328.0,1000.0,2026-05-20T22:24:48.116913+00:00
Last Stock Rumah Baru Siap Huni 3.5 Lantai Muara Karang Pluit[C1],2800000000.0,Jakarta Utara,Muara Karang,3.0,4.0,2.0,60.0,190.0,2026-05-20T22:25:38.892454+00:00
"Rumah Brand New Bagus Type Minimalis Modern di Kelapa Nias Kelapa Gading, Jakarta Utara",3600000000.0,Jakarta Utara,Kelapa Gading,5.0,4.0,2.0,120.0,160.0,2026-05-20T22:25:49.620390+00:00
"Bebas Banjir, Rumah, 2 Lantai, SHM, Dekat Akses Transjakarta,",1200000000.0,Jakarta Utara,Sunter,4.0,3.0,2.0,38.0,70.0,2026-05-20T22:25:52.146691+00:00
"Jual Rumah Concerto Golf Island, Pik",8500000000.0,Jakarta Utara,Golf Island,4.0,4.0,3.0,200.0,297.0,2026-05-20T22:25:54.457982+00:00
"Rumah Kelapa Gading 132M2 Hadap Utara,2 Lantai,Nyaman",2350000000.0,Jakarta Utara,Kelapa Gading,5.0,4.0,,132.0,132.0,2026-05-20T22:25:56.675873+00:00
Rumah Rapi Layar Permai Pantai Indah Kapuk 2 Lantai Semi Furnish,3350000000.0,Jakarta Utara,Pantai Indah Kapuk,4.0,4.0,1.0,90.0,144.0,2026-05-20T22:25:58.880719+00:00
"Termurah, Rumah Mewah Besar Harga Kecil di Ancol, LT 537 LB 476, 14X38, 2 Lantai Dijual Cepat Dibawah NJOP, Sangat Murah",7500000000.0,Jakarta Utara,Ancol,7.0,6.0,2.0,537.0,476.0,2026-05-20T22:26:00.960553+00:00
Dijual Rumah Pik2 Uk.9x10 Full Furnished di Cluster Hawaii Pik2,3100000000.0,Jakarta Utara,Pantai Indah Kapuk 2,4.0,4.0,2.0,90.0,180.0,2026-05-20T22:26:07.254102+00:00
Rumah Cantik Janur Elok Klp Gadingmasuk Dari Santika,5700000000.0,Jakarta Utara,Kelapa Gading,8.0,5.0,3.0,153.0,459.0,2026-05-20T22:26:10.155489+00:00
DIJUAL RUMAH MEWAH BUKIT GADING MEDITERANIA FURNISHED,19000000000.0,Jakarta Utara,Kelapa Gading,5.0,5.0,4.0,513.0,1000.0,2026-05-20T22:26:13.368297+00:00
"Rumah, 1 Lantai, SHM, di Pluit,",13000000000.0,Jakarta Utara,Pluit,4.0,2.0,2.0,462.0,35.0,2026-05-20T22:26:16.124764+00:00
"Rumah Pik Manyar Furnished Bagus Mewah, Murah",11500000000.0,Jakarta Utara,Pantai Indah Kapuk,8.0,5.0,,270.0,687.0,2026-05-20T22:26:20.960925+00:00
"Dijual MURAH BU Rumah PIK2 Luas 6x12,5 Kosongan Brand New 3KT",2350000000.0,Jakarta Utara,Pantai Indah Kapuk 2,3.0,3.0,1.0,75.0,90.0,2026-05-20T22:26:29.254326+00:00
"Rumah, Baru 3 Lantai di Summarecon Kelapa Gading",3750000000.0,Jakarta Utara,Kelapa Gading,4.0,4.0,2.0,102.0,296.0,2026-05-20T22:26:35.146323+00:00
Harus Terjual Rumah 2Lt di Sunter,3700000000.0,Jakarta Utara,Sunter,3.0,3.0,2.0,144.0,228.0,2026-05-20T22:26:38.180734+00:00
Dijual Rumah Minimalis Siap Huni Belakang Mkg Ada Pool dan Rooftop,3500000000.0,Jakarta Utara,Kelapa Gading,4.0,3.0,1.0,90.0,240.0,2026-05-20T22:26:50.427534+00:00
Dijual Rumah di Sunter Graha Pratama Jakarta Utara,2250000000.0,Jakarta Utara,Sunter,4.0,3.0,,90.0,180.0,2026-05-20T22:26:52.967262+00:00
Dijual Cepat Rumah Mewah Pantai Mutiara View Kanal Jsk-Ut,26000000000.0,Jakarta Utara,Pantai Mutiara,10.0,7.0,9.0,942.0,1250.0,2026-05-20T22:26:56.271311+00:00
Rumah 2 Lantai Sunter Mewah Marmer Bagus Furnish Jalan 3 Mobil Komplek Favorite Disunter Luas Tanah 630 M2,19000000000.0,Jakarta Utara,Sunter,5.0,6.0,6.0,630.0,950.0,2026-05-20T22:26:58.917202+00:00
Rumah Hook 10X30 Cluster Mozart Golf Island View Lapangan Golf,17500000000.0,Jakarta Utara,Golf Island,5.0,5.0,2.0,300.0,475.0,2026-05-20T22:27:07.429060+00:00
Rumah Semi Furnished 2Lt Kelapa Gading,2500000000.0,Jakarta Utara,Kelapa Gading,3.0,2.0,2.0,127.0,160.0,2026-05-20T22:27:13.802039+00:00
"Nego Sampai Deal! Rumah Muara Karang Molek, Lokasi Strategis & Nyaman",3400000000.0,Jakarta Utara,Pluit,4.0,4.0,1.0,70.0,75.0,2026-05-20T22:27:15.683056+00:00
Rumah 3 Lantai Cluster Florence Pik Jakut For Sale,10500000000.0,Jakarta Utara,Pantai Indah Kapuk,5.0,5.0,2.0,250.0,400.0,2026-05-20T22:27:19.238454+00:00
"Rumah Kelapa Gading 160M2 Hadap Timur,Lokasi Bagus,Strategis",3100000000.0,Jakarta Utara,Kelapa Gading,5.0,4.0,2.0,160.0,160.0,2026-05-20T22:27:21.522925+00:00
"Rumah di Ancol. Jalan Pantai Kuta, Ancol, Jakarta Utara.",11900000000.0,Jakarta Utara,Ancol,4.0,4.0,,525.0,675.0,2026-05-20T22:27:24.990275+00:00
Murah !! Dijual Rumah Minimalis 6X19 Siap Huni di Janur Kuning Residence Hadap Barat,4200000000.0,Jakarta Utara,Kelapa Gading,4.0,4.0,2.0,114.0,180.0,2026-05-20T22:27:27.717782+00:00
Murah !! Dijual Rumah Bagus Full Furnish 6X18 di Janur Asri Hadap Utara,4400000000.0,Jakarta Utara,Kelapa Gading,3.0,4.0,2.0,108.0,108.0,2026-05-20T22:27:31.313552+00:00
Murah!! Dijual Rumah Hook Siap Huni Luas 245 Mtr di Gading Elok Hadap Timur Selatan,4000000000.0,Jakarta Utara,Kelapa Gading,4.0,5.0,3.0,245.0,260.0,2026-05-20T22:27:34.033286+00:00
Murah !! Dijual Rumah 6x30 Siap Huni Minimalis di Gading Kusuma Hadap Timur,4290000000.0,Jakarta Utara,Kelapa Gading,4.0,4.0,1.0,180.0,350.0,2026-05-20T22:27:37.312285+00:00
Murah !! Dijual Rumah Hook Luas 225 Ruangan Plong Kosongan di Gading Elok Hadap Barat Daya Tenggara,4100000000.0,Jakarta Utara,Kelapa Gading,2.0,2.0,2.0,225.0,280.0,2026-05-20T22:27:40.598028+00:00
"Murah !! Dijual Cepat !! Rumah Siap Huni 8x20 di Kelapa Puyuh , Bisa Nego",4300000000.0,Jakarta Utara,Kelapa Gading,5.0,4.0,2.0,160.0,160.0,2026-05-20T22:27:44.115637+00:00
Murah !! Dijual Rumah Eks. Kantor 6X23 Tusuk Sate Jalan 3 Mobil di Bukit Gading Mediterania Hadap Tenggara,4500000000.0,Jakarta Utara,Kelapa Gading,6.0,4.0,2.0,138.0,250.0,2026-05-20T22:27:46.870113+00:00
Murah!!jual Rumah Siap.huni Di Gading Asri 8x17 Timur,4500000000.0,Jakarta Utara,Kelapa Gading,3.0,3.0,2.0,128.0,250.0,2026-05-20T22:27:50.101707+00:00
Murah!Jual Rumah Minimalis Sunter Bisma 7X20 Utara,4500000000.0,Jakarta Utara,Sunter,4.0,3.0,2.0,140.0,300.0,2026-05-20T22:27:53.124070+00:00
Jual Rumah Minimalis Di Elok Utara 6x20 Jalanan 3 Mobil Hadep Barat,4500000000.0,Jakarta Utara,Kelapa Gading,4.0,4.0,2.0,120.0,200.0,2026-05-20T22:27:55.667839+00:00
Murah !! Dijual Rumah Minimalis 8X18 Siap Huni di Pelangi Gading Residence Hadap Timur,4400000000.0,Jakarta Utara,Kelapa Gading,4.0,2.0,2.0,144.0,250.0,2026-05-20T22:27:59.449493+00:00
Murah !! Dijual Rumah Kosongan 9x17 Siap Huni di Janur Elok Hadap Selatan,4400000000.0,Jakarta Utara,Kelapa Gading,3.0,2.0,2.0,153.0,220.0,2026-05-20T22:28:02.958853+00:00
"- Murah !! Dijual Cepat !! Rumah Siap Huni 13x15 di Sunter Bisma , Bisa Nego",4500000000.0,Jakarta Utara,Sunter,3.0,3.0,2.0,195.0,230.0,2026-05-20T22:28:05.705946+00:00
Murah !! Dijual  Rumah Minimalis Siap Huni 8x18 di Taman Pegangsaan Indah Jalan Lebar,4500000000.0,Jakarta Utara,Pegangsaan,4.0,5.0,3.0,144.0,350.0,2026-05-20T22:28:08.211995+00:00
"Dijual Cepat !! Rumah Minimalis 6 X 17 Siap Huni Semi Furnish di Janur Kuning , bisa Nego",4200000000.0,Jakarta Utara,Kelapa Gading,5.0,4.0,2.0,102.0,192.0,2026-05-20T22:28:13.240777+00:00
"Jual Cepat Rmh Villa Permata Gading 14,99M Nego Sampai Deal",14900000000.0,Jakarta Utara,Kelapa Gading,6.0,5.0,9.0,552.0,1311.0,2026-05-20T22:28:15.715428+00:00
Jual Rumah Kelapa Gading Janur Asri,9500000000.0,Jakarta Utara,Kelapa Gading,5.0,3.0,4.0,292.0,312.0,2026-05-20T22:28:19.183585+00:00
Dijual Rumah di Taman Pengangsaan Indah.hadap Timur,2500000000.0,Jakarta Utara,Kelapa Gading,4.0,3.0,1.0,96.0,72.0,2026-05-20T22:28:32.279974+00:00
Dijual Rumah Standard Murah dan Terawat.,2400000000.0,Jakarta Utara,Kelapa Gading,4.0,2.0,1.0,120.0,77.0,2026-05-20T22:28:34.311937+00:00
"Dijual Rumah di Kelapa Gading,Belakang Mkg Mall",4500000000.0,Jakarta Utara,Kelapa Gading,2.0,2.0,1.0,120.0,200.0,2026-05-20T22:28:36.795069+00:00
Dijual Rumah Mewah di Bukit Gading Mediterania Kelapa Gading Barat,27000000000.0,Jakarta Utara,Kelapa Gading,7.0,5.0,4.0,512.0,700.0,2026-05-20T22:28:39.716594+00:00
Rumah Mewah Hoek Cul-De-Sac Pik Full Furnished,25000000000.0,Jakarta Utara,Pantai Indah Kapuk,5.0,5.0,5.0,361.0,1400.0,2026-05-20T22:28:42.950025+00:00
"Rumah 3,5 Lantai Shm Mewah Murah Luas 6 Kamar Tidur Siap Huni",8500000000.0,Jakarta Utara,Sunter,9.0,6.0,8.0,826.0,1200.0,2026-05-20T22:28:45.952112+00:00
Rumah Bagus,4300000000.0,Jakarta Utara,Sunter,,,,181.0,280.0,2026-05-20T22:28:48.921664+00:00
Jalan Besar Kondisi Bagus Lokasi Strategis,8900000000.0,Jakarta Utara,Sunter,4.0,3.0,,264.0,500.0,2026-05-20T22:28:52.148841+00:00
Rumah Bagus,7000000000.0,Jakarta Utara,Sunter,5.0,5.0,,190.0,450.0,2026-05-20T22:28:58.288035+00:00
Turun Harga Rumah Bagus,5200000000.0,Jakarta Utara,Sunter,4.0,4.0,1.0,170.0,250.0,2026-05-20T22:29:01.202654+00:00
Rumah Bagus,3300000000.0,Jakarta Utara,Sunter,4.0,3.0,,90.0,150.0,2026-05-20T22:29:03.917710+00:00
Jual Cepat,3500000000.0,Jakarta Utara,Sunter,3.0,3.0,,154.0,165.0,2026-05-20T22:29:07.093233+00:00
3 Rumah Bebas Banjir 3 Menit Dari Kelapa Gading Harga Sudah Ppn,1530000000.0,Jakarta Utara,Kelapa Gading,2.0,2.0,1.0,60.0,74.0,2026-05-20T22:29:13.138503+00:00
"3 Rumah Bebas Banjir 3 Menit Dari Kelapa Gading Harga Start 2,9 M",2930000000.0,Jakarta Utara,Kelapa Gading,4.0,4.0,2.0,104.0,111.0,2026-05-20T22:29:16.797510+00:00
54 Rumah Bebas Banjir 3 Menit Dari Kelapa Gading Harga Sudah Ppn,1810000000.0,Jakarta Utara,Kelapa Gading,4.0,3.0,1.0,60.0,91.0,2026-05-20T22:29:19.550737+00:00
"Rumah Baru Di Pademangan, Jakarta Utara",2500000000.0,Jakarta Utara,Pademangan,,,,66.0,199.0,2026-05-20T22:29:27.305146+00:00
"Rumah Baru 3 Lantai Shm Ada Garasi Di Pademangan, Jakut",2290000000.0,Jakarta Utara,Pademangan,4.0,4.0,1.0,60.0,182.0,2026-05-20T22:29:30.540517+00:00
"Rumah 7x14 M Di Pademangan, Jakut",2350000000.0,Jakarta Utara,Pademangan,2.0,4.0,1.0,98.0,190.0,2026-05-20T22:29:32.329155+00:00
"Rumah 3 Lantai Rajawali, Pademangan, Jakut",3100000000.0,Jakarta Utara,Pademangan,6.0,7.0,,140.0,350.0,2026-05-20T22:29:34.666815+00:00
"Rumah 4,5x14 M  Di Pademangan, Jakarta Utara",1500000000.0,Jakarta Utara,Pademangan,8.0,3.0,,56.0,126.0,2026-05-20T22:29:37.323863+00:00
"Rumah Lebar 8 M Di Pademangan, Jakarta Utara",1300000000.0,Jakarta Utara,Pademangan,3.0,1.0,,80.0,80.0,2026-05-20T22:29:39.373661+00:00
"Rumah 7X15 di Pademangan, Jakut",3500000000.0,Jakarta Utara,Pademangan,,3.0,1.0,105.0,200.0,2026-05-20T22:29:45.740905+00:00
Rumah Semi Furnish Bukit Golf Mediterania Pik Siap Huni,6000000000.0,Jakarta Utara,Pantai Indah Kapuk,4.0,4.0,,144.0,227.0,2026-05-20T22:29:48.496726+00:00
"Rumah 2 Lantai Di Golf Island Pik, Full Furnish",7500000000.0,Jakarta Utara,Golf Island,4.0,4.0,1.0,160.0,174.0,2026-05-20T22:29:51.680575+00:00
Mau Dijual Cepat Rumah 2.5 Lantai di Sunter Sts Tahap 3 Jakarta Utara,1900000000.0,Jakarta Utara,Sunter,2.0,1.0,1.0,90.0,200.0,2026-05-20T22:29:53.502377+00:00
Rumah 3 Lantai Plus Dak Di Kelapa Gading,11000000000.0,Jakarta Utara,Kelapa Gading,10.0,7.0,1.0,325.0,325.0,2026-05-20T22:29:56.038382+00:00
Jual Rumah Besar Mewah Villa Tampak Siring Bgv Klp Gading,40000000000.0,Jakarta Utara,Kelapa Gading,5.0,6.0,4.0,935.0,1000.0,2026-05-20T22:30:04.801400+00:00
Rumah SHM 3 Lantai Siap Huni dalam Perumahan Pegangsaan Dua,4500000000.0,Jakarta Utara,Kelapa Gading,5.0,4.0,1.0,135.0,300.0,2026-05-20T22:30:13.501769+00:00
Hunian 3 Lantai Brand New Siap Huni di Sunter Bisma Jakarta Utara,3400000000.0,Jakarta Utara,Sunter,3.0,2.0,2.0,90.0,270.0,2026-05-20T22:30:20.684825+00:00
Dijual Murah Rumah 2 Lantai di Muara Karang Blok8.jak Ut,5900000000.0,Jakarta Utara,Muara Karang,5.0,5.0,2.0,200.0,300.0,2026-05-20T22:30:24.487206+00:00
Jual Murah Rumah Di Muarakarang,5300000000.0,Jakarta Utara,Muara Karang,4.0,4.0,2.0,120.0,300.0,2026-05-20T22:30:26.328632+00:00
Rumah Sunter Danau 3 Lantai Bagus Siap Huni Dekat Kelapa Gading Kemayoran Cempaka Putih Pulomas,3500000000.0,Jakarta Utara,Sunter,5.0,4.0,,108.0,300.0,2026-05-20T22:30:29.174113+00:00
Dijual Cepat Rumah Mewah di Golf Island,15000000000.0,Jakarta Utara,Kapuk Muara,4.0,4.0,4.0,300.0,600.0,2026-05-20T22:30:32.269422+00:00
Dijual Cepat Rumah 2 Lantai Fully Furnished Mewah Golf Island Pik,3900000000.0,Jakarta Utara,Pantai Indah Kapuk,2.0,2.0,1.0,90.0,180.0,2026-05-20T22:30:35.108810+00:00
Jual Murah Rumah Crown Golf Pik,14000000000.0,Jakarta Utara,Kapuk Muara,4.0,4.0,3.0,240.0,500.0,2026-05-20T22:30:39.114454+00:00
"Dijual Cepat Rumah 3 Lantai Semi Furnished di Sunter Kirana, Jakut",4100000000.0,Jakarta Utara,Tanjung Priok,5.0,4.0,1.0,144.0,250.0,2026-05-20T22:30:42.761954+00:00
Jual Murah Rumah Siap Huni Dipik,11000000000.0,Jakarta Utara,Kapuk Muara,5.0,5.0,4.0,414.0,600.0,2026-05-20T22:30:46.696309+00:00
Jual Murah Turun Harga Rumah Dipik1,8600000000.0,Jakarta Utara,Kapuk Muara,4.0,3.0,2.0,200.0,500.0,2026-05-20T22:30:50.400439+00:00
"Dijual Cepat Rumah 3 Lantai Semi Furnished di Sunter, Jakut",4100000000.0,Jakarta Utara,Sunter,4.0,3.0,1.0,144.0,250.0,2026-05-20T22:30:52.914950+00:00
Rumah Mewah Brand New - Kelapa Gading,8700000000.0,Jakarta Utara,Kelapa Gading,4.0,5.0,3.0,332.0,269.0,2026-05-20T22:30:54.860983+00:00
"Dijual Rumah Tua Strategis di Muara Karang, Pluit",1900000000.0,Jakarta Utara,Muara Karang,2.0,2.0,1.0,90.0,60.0,2026-05-20T22:30:57.942742+00:00
"Dijual Cepat Rumah Tua1 Lantai Strategis di Muara Karang, Pluit",1900000000.0,Jakarta Utara,Pluit,2.0,2.0,1.0,90.0,60.0,2026-05-20T22:31:01.133317+00:00
Rumah opulance greenlake Sunter hoek siap huni,9500000000.0,Jakarta Utara,Sunter,,,,255.0,210.0,2026-05-20T22:31:08.679266+00:00
Rumah Mewah Paradise Tahap 3 Hoek,12000000000.0,Jakarta Utara,Sunter,4.0,4.0,,326.0,500.0,2026-05-20T22:31:11.283965+00:00
Rumah Sunter Hoek Dlm Kompleks Siap Huni,4500000000.0,Jakarta Utara,Sunter,4.0,3.0,,165.0,321.0,2026-05-20T22:31:13.679640+00:00
Dijual Murah Rumah Standard Hitung Tanah di Kelapa Hybrida,1500000000.0,Jakarta Utara,Kelapa Gading,,,,102.0,102.0,2026-05-20T22:31:15.540001+00:00
Rumah Sunter Agung Jaya Hadap Barat Siap Huni,2800000000.0,Jakarta Utara,Sunter,4.0,3.0,3.0,140.0,170.0,2026-05-20T22:31:17.763224+00:00
Rumah Di.pantai Sanur Ancol Jakarta Utara,6300000000.0,Jakarta Utara,Ancol,6.0,4.0,2.0,250.0,290.0,2026-05-20T22:31:20.449554+00:00
Jual Rumah Cantik di Kelapa Gading Jak.utara,6800000000.0,Jakarta Utara,Kelapa Gading,5.0,4.0,2.0,187.0,196.0,2026-05-20T22:31:23.255378+00:00
"Rumah 2 Lantai Bagus SHM di Gading Griya Lestari , Jakarta Utara",2100000000.0,Jakarta Utara,Kelapa Gading,5.0,6.0,2.0,135.0,180.0,2026-05-20T22:31:25.356769+00:00
"Rumah 2 Lantai Bagus Semi Furnished SHM di Villa Permata Gading
, Jakarta Utara",35000000000.0,Jakarta Utara,Kelapa Gading,10.0,10.0,,1390.0,902.0,2026-05-20T22:31:27.489714+00:00
"Rumah 2 Lantai Baru Unfurnished SHM di Kelapa Gading, Jakarta Utara",3500000000.0,Jakarta Utara,Kelapa Gading,4.0,4.0,2.0,90.0,150.0,2026-05-20T22:31:30.196396+00:00
"Rumah 2 Lantai Bagus Semi Furnished SHM di Janur Kuning, Jakarta Utara",8900000000.0,Jakarta Utara,Kelapa Gading,5.0,4.0,3.0,321.0,325.0,2026-05-20T22:31:32.768748+00:00
Jual Rumah 3 LT Hybrida Kelapa Gading,2800000000.0,Jakarta Utara,Kelapa Gading,3.0,3.0,2.0,90.0,180.0,2026-05-20T22:31:35.669688+00:00
"Rumah Baru Pik2 Cluster Dallas 90M2, 6X15m, 3 Kamar, 3Kamar Mandi, Siap Huni,",2400000000.0,Jakarta Utara,Pantai Indah Kapuk 2,3.0,3.0,,90.0,170.0,2026-05-20T22:31:38.806269+00:00
"Gading Mas Perum, Kelapa Gading, Jakut, 112M2 Bebas Banjir, Rumah, 2+1 Kamar, Lantai, SHM, Siap Huni2",2300000000.0,Jakarta Utara,Kelapa Gading,2.0,2.0,,112.0,70.0,2026-05-20T22:31:46.932540+00:00
Murahh !!! Jual Rumah Siap Huni Danau Sunter 2 Lantai,3250000000.0,Jakarta Utara,Sunter,4.0,3.0,1.0,120.0,200.0,2026-05-20T22:31:50.558309+00:00
Jual Rumah Mewah Brand New Ada Kolam Renang Di Venice Pik Jakarta Utara,19900000000.0,Jakarta Utara,Kelapa Gading,8.0,11.0,10.0,332.0,1200.0,2026-05-20T22:31:54.301105+00:00
Rumah Pademangan 2 Jual Cepat Harga Murah Kondisi Bagus,2000000000.0,Jakarta Utara,Pademangan,2.0,1.0,,112.0,108.0,2026-05-20T22:31:56.926247+00:00
Jual Rumah Rapi Siap Huni 10X18m2 di Kelapa Cengkir Tidak Banjir,4500000000.0,Jakarta Utara,Kelapa Gading,6.0,4.0,2.0,180.0,185.0,2026-05-20T22:31:59.577842+00:00
Jual Rumah Baru Anti Banjir 8X15m2 Kelapa Nias,4500000000.0,Jakarta Utara,Kelapa Gading,6.0,4.0,2.0,120.0,180.0,2026-05-20T22:32:02.767284+00:00
Jual Rumah Siap Huni 6X18m2 di Molek,2400000000.0,Jakarta Utara,Kelapa Gading,4.0,3.0,2.0,108.0,200.0,2026-05-20T22:32:05.332950+00:00
Turun Harga Jual Rumah Minimalis 9X17m2 di Gading Kirana,5500000000.0,Jakarta Utara,Kelapa Gading,4.0,5.0,2.0,153.0,210.0,2026-05-20T22:32:11.813995+00:00
Dijual Rumah 11x20m2 Desain Industrial Di Villa Permata Gading,7500000000.0,Jakarta Utara,Kelapa Gading,5.0,5.0,4.0,220.0,500.0,2026-05-20T22:32:15.352620+00:00
Jual Hunian Bagus 6X17m2 di Janur Elok Kelapa Gading Anti Banjir,3950000000.0,Jakarta Utara,Kelapa Gading,5.0,5.0,2.0,102.0,225.0,2026-05-20T22:32:17.804630+00:00
Termurah Jual Rumah Hoek 17X18m2 LT Marmer Janur Elok Anti Banjir,7100000000.0,Jakarta Utara,Kelapa Gading,5.0,4.0,2.0,306.0,360.0,2026-05-20T22:32:19.772760+00:00
Dijual MURAH Rumah Bagus 8x20m2 Di Kompleks Elite Kelapa Gading,4900000000.0,Jakarta Utara,Kelapa Gading,5.0,4.0,2.0,160.0,180.0,2026-05-20T22:32:21.474785+00:00
"Rumah Kelapa Puan Timur, Kelapa Gading",2700000000.0,Jakarta Utara,Kelapa Gading,2.0,2.0,,102.0,180.0,2026-05-20T22:32:23.911370+00:00
"Rumah Sunter Garden, Sunter, Jakarta Utara",3750000000.0,Jakarta Utara,Sunter,3.0,3.0,,90.0,90.0,2026-05-20T22:32:27.126656+00:00
"Rumah Kost2an 13 Kamar, di Jl Tari Indang, Kelapa Gading",2500000000.0,Jakarta Utara,Kelapa Gading,13.0,12.0,,105.0,285.0,2026-05-20T22:32:30.843278+00:00
"Rumah 4 Lantai, Semi Funish di Pademangan, Jakarta",2000000000.0,Jakarta Utara,Pademangan,6.0,3.0,,68.0,85.0,2026-05-20T22:32:32.969216+00:00
Rumah 2 Lantai 3 Kamar Kelapa Gading Bagus Siap Huni Janur Kuning Residence,2850000000.0,Jakarta Utara,Kelapa Gading,4.0,3.0,2.0,90.0,175.0,2026-05-20T22:32:36.907672+00:00
"Dijual Cepat Nego Sampai Deal .. Rumah Komersial Hook Muarakarang Blok 8 , Pinggir Jalan Raya Utama , Bagus bisa Utk Usaha",22000000000.0,Jakarta Utara,Muara Karang,5.0,5.0,4.0,642.0,552.0,2026-05-20T22:32:44.357936+00:00
Rumah Cantik 2 Lantai Siap Huni Kelapa Puan Kelapa Gading Belakang Mkg,4500000000.0,Jakarta Utara,Kelapa Gading,2.0,2.0,2.0,120.0,200.0,2026-05-20T22:32:47.651431+00:00
Rumah Mewah Bukit Gading Mediterania Kelapa Gading,13000000000.0,Jakarta Utara,Kelapa Gading,4.0,4.0,4.0,278.0,185.0,2026-05-20T22:32:51.733532+00:00
Rumah di Gading Griya Lestari,2200000000.0,Jakarta Utara,Kelapa Gading,4.0,3.0,1.0,90.0,108.0,2026-05-20T22:32:55.040896+00:00
"Rumah Minimalis 3,5 Lantai",5500000000.0,Jakarta Utara,Sunter,1.0,6.0,2.0,180.0,354.0,2026-05-20T22:32:57.478535+00:00
"Rumah Agung Tengah Sunter Agung Jakut, 409M2, bisa KPR, Rumah, 2 Lantai, 5 Kamar, Strategis, SHM, Dekat Fasilitas Kesehatan, Siap Huni",12000000000.0,Jakarta Utara,Sunter,5.0,3.0,4.0,409.0,398.0,2026-05-20T22:33:00.346741+00:00
Dijual Rumah 2 Lantai Cluster Gading Residence Kelapa Gading,3900000000.0,Jakarta Utara,Kelapa Gading,5.0,4.0,2.0,112.0,168.0,2026-05-20T22:33:03.200652+00:00
Rumah Mewah Siap Huni di Kelapa Gading,3500000000.0,Jakarta Utara,Kelapa Gading,4.0,3.0,,135.0,156.0,2026-05-20T22:33:06.942394+00:00
Dijual Rumah Sunter Bisma 2 Lantai,2700000000.0,Jakarta Utara,Sunter,4.0,3.0,4.0,120.0,240.0,2026-05-20T22:33:09.799099+00:00
"Dijual Rumah Sunter Termurah 1,5 Lantai",1600000000.0,Jakarta Utara,Sunter,3.0,2.0,2.0,70.0,90.0,2026-05-20T22:33:14.612086+00:00
Rumah Muara Karang Bagus Siap Huni Harga Murah Blok Bagus,4500000000.0,Jakarta Utara,Muara Karang,4.0,4.0,2.0,120.0,90.0,2026-05-20T22:33:18.519730+00:00
Rumah Super Mewah Siap Huni di Sunter Agung Indah,25000000000.0,Jakarta Utara,Sunter,5.0,5.0,,800.0,1000.0,2026-05-20T22:33:23.311962+00:00
